data,totale_casi,positivi,netto_positivi,tamponi,guariti,totale_positivi,morti,sintomi,intensiva,diagnostico,screening,delta_positivi
2020-10-21 17:00:00,449648,15199,12703,177848,2369,155442,127,603,56,8721,6478,123.28422445714618
2020-10-22 17:00:00,465726,16079,13860,170392,2082,169302,136,637,66,8995,7083,126.80299681001235
2020-10-23 17:00:00,484869,19143,16700,182032,2352,186002,91,855,57,10964,8179,138.35823069120246
2020-10-24 17:00:00,504509,19644,17180,177669,2309,203182,151,738,79,11354,8286,140.15705476357584
2020-10-25 17:00:00,525782,21273,19059,161880,2086,222241,128,719,80,13591,7682,145.85266538531272
2020-10-26 17:00:00,542789,17012,14443,124686,2423,236684,141,991,76,9424,7583,130.43005788544295
2020-10-27 17:00:00,564778,21994,18406,174398,3362,255090,221,958,127,13096,8893,148.3037423668061
2020-10-28 17:00:00,589766,24991,21367,198952,3416,276457,205,1026,125,14251,10737,158.08541994757138
2020-10-29 17:00:00,616595,26831,22734,201452,3878,299191,217,983,115,15704,11125,163.80170939278992
2020-10-30 17:00:00,647674,31084,26595,215085,4285,325786,199,1030,95,17463,13616,176.30655121123547
2020-10-31 17:00:00,679430,31758,25600,215886,5859,351386,297,972,97,21205,10551,178.20774393948204
2020-11-01 17:00:00,709335,29907,26743,183457,2954,378129,208,936,96,13768,16137,172.93640449598806
2020-11-02 17:00:00,731588,22253,18383,135731,3637,396512,233,938,83,13706,8547,149.17439458566608
2020-11-03 17:00:00,759829,28244,21630,182287,6258,418142,353,1274,203,15492,12749,168.05951326836575
2020-11-04 17:00:00,790377,30550,25093,211831,5103,443235,335,1002,67,17331,13217,174.78558292948534
2020-11-05 17:00:00,824879,34505,29113,219884,4961,472348,445,1140,99,20374,14128,185.75521526998912
2020-11-06 17:00:00,862681,37809,26770,234245,10586,499118,446,749,124,20837,16965,194.4453650771856
2020-11-07 17:00:00,902490,39811,33418,231673,5966,532536,425,1104,119,21650,18159,199.52694053686085
2020-11-08 17:00:00,935104,32616,26100,191144,6183,558636,331,1331,115,17743,14871,180.59900331950894
2020-11-09 17:00:00,960373,25271,14698,147725,10215,573334,356,1196,100,13440,11829,158.96855034880326
2020-11-10 17:00:00,995463,35098,16776,217758,17734,590110,580,997,122,21359,13731,187.34460227078867
2020-11-11 17:00:00,1028424,32961,23248,225640,9090,613358,623,811,110,21003,11958,181.55164554473197
2020-11-12 17:00:00,1066401,37978,21696,234672,15645,635054,636,429,89,17386,20591,194.87944991712183
2020-11-13 17:00:00,1107303,40902,28872,254908,11480,663926,550,1041,60,22721,18181,202.24242878288422
2020-11-14 17:00:00,1144552,37255,24509,227695,12196,688435,544,484,76,21170,16079,193.0155434155498
2020-11-15 17:00:00,1178529,33979,24055,195275,9376,712490,546,649,116,18364,15613,184.33393610510248
2020-11-16 17:00:00,1205881,27354,5294,152663,21554,717784,504,489,70,14920,12432,165.39044712437294
2020-11-17 17:00:00,1238072,32191,16026,208458,15434,733810,731,538,120,18516,13675,179.41850517714164
2020-11-18 17:00:00,1272352,34282,9358,234834,24169,743168,753,430,58,14405,19875,185.15398996510984
2020-11-19 17:00:00,1308528,36176,18503,250186,17020,761671,653,106,42,18165,18011,190.19989484749985
2020-11-20 17:00:00,1345767,37242,15505,238077,21035,777176,699,347,36,22565,14674,192.98186443290467
2020-11-21 17:00:00,1380531,34767,14570,237225,19502,791746,692,106,10,18760,16004,186.459110799124
2020-11-22 17:00:00,1408868,28337,14201,188747,13574,805947,562,216,43,14780,13557,168.33597357665414
2020-11-23 17:00:00,1431795,22930,-9098,148945,31395,796849,630,418,9,11504,11423,151.42654985173505
2020-11-24 17:00:00,1455022,23232,1537,188659,20837,798386,853,-120,6,11777,11450,152.4204710660612
2020-11-25 17:00:00,1480874,25853,-6689,230007,31819,791697,722,-264,32,13917,11935,160.7886811936711
2020-11-26 17:00:00,1509875,29003,4148,232711,24031,795845,822,-275,-2,18235,10766,170.30267173476756
2020-11-27 17:00:00,1538217,28352,-7952,222803,35467,787893,827,-354,-64,13801,14541,168.3805214387935
2020-11-28 17:00:00,1564532,26323,1415,225940,24214,789308,686,-385,-20,13857,12458,162.24364394329905
2020-11-29 17:00:00,1585178,20648,6463,176934,13642,795771,541,-420,-9,16784,3862,143.69411957348845
2020-11-30 17:00:00,1601554,16377,-7300,130524,23004,788471,672,308,-9,7745,8631,127.97265332874832
