data,totale_casi,positivi,netto_positivi,tamponi,guariti,totale_positivi,morti,sintomi,intensiva,delta_positivi
2020-11-22 17:00:00,3909,93,62,1097,29,2370,2,0,2,9.643650760992955
2020-11-23 17:00:00,4000,91,38,1087,52,2408,1,6,-1,9.539392014169456
2020-11-24 17:00:00,4071,71,51,694,19,2459,1,4,0,8.426149773176359
2020-11-25 17:00:00,4177,106,91,1606,12,2550,3,5,0,10.295630140987
2020-11-26 17:00:00,4285,108,102,1004,2,2652,4,3,-1,10.392304845413264
2020-11-27 17:00:00,4364,79,-27,1007,101,2625,5,-7,2,8.888194417315589
2020-11-28 17:00:00,4512,148,-28,1541,171,2597,5,-3,1,12.165525060596439
2020-11-29 17:00:00,4626,114,48,989,62,2645,4,2,1,10.677078252031311
2020-11-30 17:00:00,4713,87,75,906,11,2720,1,1,1,9.327379053088816
2020-12-01 17:00:00,4773,60,-9,793,67,2711,2,2,-1,7.745966692414834
2020-12-02 17:00:00,4868,95,-128,987,216,2583,7,1,-4,9.746794344808963
2020-12-03 17:00:00,4921,53,-151,743,204,2432,0,0,1,7.280109889280518
2020-12-04 17:00:00,5098,176,173,1515,2,2605,2,-1,0,13.2664991614216
2020-12-05 17:00:00,5250,152,80,1217,68,2685,4,-3,-1,12.328828005937952
2020-12-06 17:00:00,5286,36,28,734,6,2713,2,-5,1,6.0
2020-12-07 17:00:00,5338,52,46,967,0,2759,6,-4,-1,7.211102550927978
2020-12-08 17:00:00,5381,43,-233,696,273,2526,3,-2,-1,6.557438524302
2020-12-09 17:00:00,5395,14,11,471,2,2537,1,-1,0,3.7416573867739413
2020-12-10 17:00:00,5417,22,18,393,2,2555,2,4,-1,4.69041575982343
2020-12-11 17:00:00,5490,73,63,1122,5,2618,5,-3,1,8.54400374531753
2020-12-12 17:00:00,5562,72,-74,1155,138,2544,8,6,0,8.48528137423857
2020-12-13 17:00:00,5681,119,114,1287,3,2658,2,0,-1,10.908712114635714
2020-12-14 17:00:00,5721,40,38,370,1,2696,1,5,1,6.324555320336759
2020-12-15 17:00:00,5758,37,-38,606,72,2658,3,-2,0,6.082762530298219
2020-12-16 17:00:00,5783,25,6,670,17,2664,2,-1,2,5.0
2020-12-17 17:00:00,5850,67,51,903,12,2715,4,0,0,8.18535277187245
2020-12-18 17:00:00,5923,73,20,911,53,2735,0,-1,-1,8.54400374531753
2020-12-19 17:00:00,5972,49,5,816,44,2740,0,2,1,7.0
